game_id;result;moves;board
13293;draw;9-13,23-18,12-16,18-14,10x17,21x14,6-9,14-10,7x14,22-18,14x23,26x19x12,11-15,25-22,8-11,29-25,4-8,24-19,15x24,28x19,2-7,31-26,1-6,22-18,6-10,25-22,10-14,27-23,14-17,32-27,17-21,27-24,11-16,24-20,7-11,19-15,9-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13294;draw;9-13,23-18,12-16,18-14,10x17,21x14,6-10,27-23,10x17,24-19,8-12,25-21,1-6,21x14,13-17,22x13,6-9,13x6,2x9x18x27,32x23,7-10,29-25,11-15,25-22,15x24,28x19,4-8,22-18,8-11,26-22,16-20,30-26,20-24,19-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13295;draw;9-13,23-19,10-14,26-23,11-16,22-17,13x22,25x18x9,5x14,29-25,7-11,25-22,6-10,22-18,1-5,18x9,5x14,30-25,11-15,25-22,16-20,23-18,14x23,27x18x11,20x27,32x23,8x15x24,28x19,4-8,22-18,8-11,18-14,10x17,21x14,2-6,23-18,6-10,14x7,3x10,31-26,11-16,26-23,16-20,18-15,10-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13296;white_win;9-13,23-19,10-14,26-23,11-16,22-17,13x22,25x18x9,5x14,29-25,6-10,25-22,16-20,30-26,8-11,19-16,12x19,24x15x6,1x10,22-17,11-15,26-22,3-8,28-24,8-12,24-19,15x24,22-18,7-11,18x9,11-15,9-6,2x9,17-14,10x17,21x14x5,24-28,5-1,12-16,1-6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13297;draw;9-13,23-19,11-16,27-23,16-20,32-27,8-11,19-16,12x19,24x15x8,4x11,23-19,5-9,26-23,9-14,22-17,13x22,25x18x9,6x13,29-25,10-14,25-22,7-10,19-16,2-7,22-18,1-5,18x9,5x14,30-26,11-15,23-19,15x24,28x19,14-18,26-23,10-14,16-12,7-10,19-16,18-22,16-11,22-25,11-8,25-29,8-4,29-25,4-8,13-17,8-11,17-22,11-7,25-30,7-2,30-25,23-19,22-26,31x22,25x18,2-7,18-15,19-16,15-19,16-11,10-15,27-23,19x26,7-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13298;draw;9-13,23-19,11-16,22-18,16x23,26x19,10-14,18x9,5x14,27-23,6-10,31-26,8-11,25-22,11-15,29-25,4-8,24-20,15x24,28x19,8-11,22-18,14-17,21x14,10x17,25-22,11-16,20x11,7x16,18-15,3-8,15-10,1-5,19-15,16-19,23x16,12x19,32-27,8-12,15-11,12-16,10-7,16-20;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13299;draw;9-13,24-19,6-9,22-18,11-15,18x11,8x15x24,28x19,4-8,25-22,8-11,22-18,9-14,18x9,5x14,23-18,14x23,27x18,11-15,18x11,7x16x23,26x19,2-7,29-25,7-11,25-22,11-15,32-28,15x24,28x19,3-7,22-18,7-11,31-26,1-5,18-14,10x17,21x14,13-17,14-10,11-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13300;white_win;9-13,24-19,6-9,22-18,11-15,18x11,8x15x24,28x19,4-8,27-24,8-11,24-20,9-14,19-16,12x19,23x16,10-15,25-22,14-18,30-25,5-9,32-27,9-14,27-24,1-5,16-12,11-16,20x11,7x16,24-20,16-19,22-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13301;draw;9-13,24-19,11-16,22-18,8-11,28-24,16-20,18-14,10x17,21x14,6-10,25-21,10x17,21x14,2-6,29-25,6-10,25-21,10x17,21x14,1-6,32-28,11-16,19-15,4-8,30-25,16-19,23x16,12x19,25-22,8-12,15-11,7x16,24x15,6-9,14-10,9-14,10-6,14-18,22-17,13x22,26x17,16-19,15-10,19-23,27-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13302;draw;9-13,24-20,10-14,22-18,5-9,25-22,6-10,27-24,10-15,22-17,13x22,26x17x10,7x14,30-26,15x22,26x17x10,2-7,10-6,1x10,21-17,10-14,17x10,7x14,24-19,11-16,20x11,8x15x24,28x19,3-7,29-25,7-11,32-27,11-16,27-24,16-20,25-21,20x27,31x24,9-13,24-20,13-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13303;draw;9-13,24-20,10-14,22-18,5-9,27-24,7-10,25-22,3-7,24-19,1-5,32-27,11-16,20x11,8x15x24,28x19,14-17,21x14,10x17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13304;draw;9-13,24-20,10-15,28-24,6-10,23-19,1-6,26-23,6-9,30-26,9-14,22-17,13x22,25x18x9,5x14,26-22,14-18,23x14,10x17x26,19x10,7x14,31x22,14-18,22x15,11x18,27-23,18x27,32x23,8-11,21-17,3-7,29-25,11-15,25-22;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13305;draw;9-13,24-20,10-15,28-24,5-9,23-18,12-16,21-17,16-19,17-14,19x28,14x5,8-12,25-21,12-16,21-17,4-8,29-25,8-12,25-21,16-19,18-14,11-16,20x11,7x16,14-10,16-20,10-7,3x10,17-14,10x17,21x14,12-16,14-10,6-9,27-23,19-24,23-18,2-6,18x11,6x15,11-7,24-27,32x23,15-19,22-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13306;draw;9-13,24-20,10-15,28-24,5-9,23-19,15-18,22x15,11x18,26-22,7-11,22x15,11x18,30-26,8-11,25-22,18x25,29x22,3-7,27-23,6-10,22-18,1-5,32-28,13-17,21x14,10x17,19-16,12x19,24x15x8,4x11,23-19,17-21,26-23,9-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13307;white_win;9-13,24-20,10-15,28-24,5-9,23-19,15-18,22x15,11x18,26-22,7-11,22x15,11x18,19-15,9-14,30-26,6-9,26-23,13-17,31-26,18-22,25x18,12-16,20x11,2-6,23-19,14x23x30,21x14x5,30-26,29-25,26-30,25-21,30-26,21-17,26-22,17-14,22-18,14-10,8-12,32-28,4-8,11x4,18x11,27-23,6x15,19x10,11-7,10-6,1x10,4-8;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13308;white_win;9-14,22-17,5-9,17-13,1-5,25-22,14-17,21x14,9x18x25,29x22,10-14,24-19,7-10,27-24,3-7,24-20,11-16,20x11,8x15x24,28x19,4-8,22-18,8-11,18x9,5x14,26-22,11-15,32-28,15x24,28x19,14-17,31-26,7-11,22-18,2-7,18-14,11-16,14-9;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13309;white_win;9-14,22-17,5-9,17-13,11-15,25-22,8-11,29-25,11-16,22-17,3-8,24-19,15x24,28x19,7-11,25-22,11-15,32-28,15x24,28x19,8-11,22-18,16-20,26-22,11-16,30-26,4-8,19-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13310;draw;9-14,22-17,6-9,17-13,1-6,24-19,11-16,25-22,14-17,21x14,9x18x25,29x22,10-14,28-24,16-20,32-28,8-11,19-16,12x19,24x15x8,4x11,22-18,14-17,28-24,7-10,24-19,10-14,18x9,5x14,19-16,11-15,16-11,17-21,26-22,14-17,31-26,6-10,13-9,3-7,22x13,7x16,9-6,2x9,13x6,15-19,23-18,19-24,27-23,24-27,23-19,16x23,26x19,27-31;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13311;white_win;9-14,22-17,6-9,24-20,9-13,28-24,13x22,25x18x9,5x14,29-25,11-15,25-22,8-11,22-17,4-8,32-28,15-18,30-25,11-15,26-22,2-6,23-19,8-11,31-26,6-9,17-13,1-6,26-23,3-8,21-17,14x21x30,23x14x5,30-26,22-17,15-18,5-1,26-23,19-16,23x32,17-14,12x19,24x15,10x19,1x10x3x12;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13312;draw;9-14,22-17,6-9,17-13,1-6,25-22,14-17,21x14,9x18x25,29x22,11-15,23-19,5-9,27-23,9-14,30-25,7-11,25-21,15-18,22x15,11x18x27,32x23,3-7,26-22,14-17,21x14,10x17x26,31x22,8-11,22-17,7-10,23-18,11-16,19-15,10x19,24x15,16-19,17-14,12-16,14-9,4-8,18-14,16-20,14-10,8-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13313;white_win;9-14,22-17,6-9,17-13,1-6,24-19,11-15,28-24,8-11,26-22,14-18,23x14,9x18,21-17,11-16,17-14,16x23,31-26,10x17,26x19x10x1,17x26,30x23x14,4-8,25-22,8-11,22-18,12-16,24-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13314;black_win;9-14,22-17,6-9,17-13,1-6,24-19,11-16,28-24,8-11,24-20,3-8,25-22,14-18,22x15,11x18,23x14,9x18,20x11,8x15x24,27x20,4-8,29-25,8-11,21-17,11-15,31-27,15-19,20-16,10-15,17-14,19-24,27x20,12x19,20-16,19-24,32-28,24-27,16-12,27-31,26-22,18-23,12-8,23-26,30x23,6-9;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13315;draw;9-14,22-17,6-9,17-13,1-6,24-19,11-16,25-22,14-17,21x14,9x18x25,29x22,10-14,22-18,14-17,28-24,16-20,19-15,7-10,32-28,10x19,23x16,12x19,24x15,8-12,28-24,4-8,24-19,3-7,27-24,20x27,31x24,7-10,24-20,10-14,18x9,5x14,19-16,12x19,26-22,17x26,30x23x16,8-12,16-11,12-16,11-8,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13316;draw;9-14,22-17,6-9,17-13,1-6,25-22,14-17,21x14,9x18x25,29x22,10-14,24-20,14-17,27-24,7-10,24-19,3-7,32-27,11-16,20x11,8x15x24,28x19,4-8,19-16,12x19,23x16,8-12,27-23,12x19,23x16,10-15,16-12,7-11,12-8,11-16,31-27,15-19,22-18,17-21,27-23,19-24,23-19,16x23,26x19,24-27,18-15,27-31,15-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13317;black_win;9-14,22-17,6-9,17-13,1-6,25-22,14-17,21x14,9x18x25,29x22,10-14,24-19,14-17,22-18,11-16,28-24,7-10,24-20,3-7,20x11,8x15x22,23-18,4-8,18-15,5-9,27-24,7-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13318;draw;9-14,22-17,11-16,25-22,16-19,24x15,10x19,23x16,12x19,17x10,6x15,21-17,1-6,29-25,5-9,25-21,7-10,17-13,8-12,27-24,4-8,24-20,8-11,26-23,19x26,30x23,9-14,22-17,3-7,32-27,11-16,20x11,7x16,27-24,2-7,24-19,15x24,28x19,7-11,31-26,11-15,26-22,15x24,22-18,6-9,13x6,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13319;white_win;9-14,22-17,11-16,25-22,16-19,24x15,10x19,23x16,12x19,17x10,6x15,21-17,5-9,29-25,7-10,17-14,9x18,26-23,19x26,30x23x14x7,3x10,28-24,1-6,27-23,6-9,25-21,9-13,31-27,2-6,21-17,6-9,23-18,8-11,27-23,11-16,18x11,9-14,24-19,14x21,19x12,21-25,11-7,25-30,7-2,10-15,2-7;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13320;draw;9-14,22-18,5-9,25-22,11-16,24-19,8-11,28-24,16-20,22-17,9-13,18x9,13x22,26x17,6x13x22,30-26,11-16,26x17,10-14,17x10,7x14,29-25,4-8,25-22,2-7,31-26,7-10,22-18,1-5,18x9,5x14,26-22,3-7,22-17,8-11,17-13,14-17,21x14,10x17,19-15,11x18,23x14,17-22,24-19,16x23,27x18,7-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13321;draw;9-14,22-18,5-9,24-20,10-15,28-24,15x22,25x18,7-10,26-22,3-7,30-25,1-5,32-28,9-13,18x9,5x14,22-17,13x22,25x18x9,6x13,29-25,13-17,21x14,10x17,25-22,17x26,31x22,7-10,22-17,11-15,23-19,8-11,27-23,4-8,17-14,10x17,19x10,11-15,23-19,15-18,19-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13322;white_win;9-14,22-18,5-9,25-22,11-16,24-19,8-11,28-24,16-20,22-17,9-13,18x9,13x22,26x17,6x13x22,30-26,11-16,26x17,10-14,17x10,7x14,29-25,4-8,25-22,8-11,31-26,2-6,22-18,6-9,19-15,16-19,15x8,19x28,8-4,1-5,26-22,12-16,22-17,20-24,27x20x11,3-8,17x10,8x15x22,23-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13323;white_win;9-14,22-18,10-15,18x9,5x14,25-22,7-10,22-17,11-16,24-19,15x24,28x19,8-11,17-13,3-8,26-22,16-20,22-18,11-15,18x9,15x24,29-25,8-11,25-22,4-8,22-18,11-16,18-14,10x17,21x14,16-19,23x16,12x19,30-26,24-28,9-5,19-24,14-9,8-11,26-22,11-16,22-18,6-10,9-6,2x9,13x6,10-14,18x9,1x10,5-1,10-14,1-6,14-17,6-10,17-22,10-14,22-26,31x22,24x31,14-17,16-19,9-5,19-23,5-1,20-24,1-6,24-27,6-10,31-26,17-13,26x17,13x22,27-31,22-25,31-26,25-30;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13324;draw;9-14,22-18,10-15,18x9,5x14,25-22,7-10,24-20,3-7,22-17,12-16,29-25,8-12,25-22,16-19,23x16,12x19,27-23,4-8,23x16,8-12,31-27,12x19,27-23,19-24,28x19,15x24,23-18,14x23,26x19,6-9,19-16,9-13,16-12,11-16,20x11,7x16,12-8,16-19,17-14,10x17x26,30x23x16,2-6,8-3,6-9,3-7,1-5;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13325;draw;9-14,22-18,10-15,18x9,5x14,25-22,7-10,22-17,11-16,24-19,15x24,28x19,8-11,29-25,3-8,25-22,11-15,32-28,15x24,28x19,8-11,17-13,4-8,22-18,1-5,18x9,5x14,26-22,14-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13326;draw;9-14,22-18,11-15,18x11,8x15,23-19,7-11,25-22,5-9,27-23,9-13,30-25,6-9,32-27,1-5,24-20,15x24,28x19,2-7,22-18,14-17,21x14,10x17,26-22,17x26,31x22,9-14,18x9,5x14,25-21,7-10,27-24,11-15,20-16,3-7,21-17,14x21,23-18,21-25,18x11x2,10-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13327;draw;9-14,22-18,11-15,18x9,5x14,25-22,8-11,29-25,6-9,24-19,15x24,28x19,9-13,22-18,14-17,21x14,10x17,18-14,11-16,19-15,4-8,25-22,7-10,14x7,2x11x18x25,30x21x14,13-17,26-22,17x26,31x22,16-19,23x16,12x19,14-10,8-11,32-28,11-15,27-24,19-23,24-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13328;white_win;9-14,22-18,11-16,18x9,5x14,24-19,8-11,25-22,11-15,29-25,15x24,27x20x11,7x16,22-18,6-9,28-24,16-20,24-19,4-8,25-22,1-6,18-15,9-13,19-16,10x19,16-11,8x15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13329;draw;9-14,22-18,11-16,18x9,5x14,25-22,10-15,24-19,15x24,28x19,8-11,22-18,6-9,29-25,16-20,18-15,11x18,21-17,14x21,23x14x5,4-8,25-22,8-11,26-23,7-10,22-18,2-6,18-15,11x18,23x14x7,3x10,27-23,10-15,19x10,6x15,31-26,15-19,23x16,12x19,26-22,19-23,22-18,23-26,30x23,21-25,23-19,25-30,18-14,30-26,19-16,26-23,32-28,23-19,16-12,19-15,12-8,15-18,14-10,18-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13330;draw;9-14,23-18,14x23,27x18,12-16,18-14,10x17,21x14,6-9,14-10,7x14,22-18,14x23,26x19x12,11-15,25-22,8-11,29-25,1-6,32-27,4-8,30-26,9-14,24-19,15x24,28x19,6-10,25-21,11-16,26-23,8-11,27-24,16-20,19-16,20x27,16x7,2x11,31x24,10-15,24-20,5-9,22-17,15-18,17x10,18x27,21-17,9-13,17-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13331;black_win;9-14,23-18,14x23,27x18,12-16,18-14,10x17,21x14,6-9,14-10,7x14,22-18,14x23,26x19x12,11-15,25-22,8-11,32-27,4-8,29-25,9-14,30-26,5-9,24-19,15x24,28x19,11-16,26-23,8-11,19-15,11x18,22x15,14-17,25-22,17x26,31x22,9-14,15-11,1-5,11-8,5-9,8-4,9-13,27-24,14-17,24-20,17x26,20x11,13-17,23-18,17-21,18-15,2-6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13332;draw;9-14,23-19,5-9,27-23,11-15,22-18,15x22,25x18,7-11,19-15,10x19,23x16x7,14x23,26x19,3x10,29-25,8-11,25-22,4-8,32-27,11-15,27-23,9-14,30-26,8-11,22-18,15x22,26x17,11-16,24-20,6-9,20x11,9-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13333;draw;9-14,23-19,5-9,27-23,11-16,24-20,7-11,28-24,11-15,20x11,15-18,22x15,12-16,19x12,10x19x28,11-7,2x11,25-22,11-15,22-18,15x22,26x17x10,6x15,21-17,8-11,29-25,4-8,25-22,11-16,23-18,8-11,17-14,9-13,14-10,15-19,18-14,11-15,14-9,19-23,9-6,15-19,22-18,13-17,6-2,17-22,10-7,3x10,2-7,10-15,18x11,23-26,30x23,19x26,11-8,26-30,7-11,16-20;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13334;draw;9-14,23-19,14-18,22x15,11x18,19-15,10x19,24x15,5-9,28-24,9-14,24-19,7-11,26-22,11-16,22-17,16x23,17x10,12-16,21-17,16-19,10-7,3x10,15-11,8x15,25-22,18x25,27x18x11,6-9,29x22,9-14,17-13,1-6,32-27,10-15,31-26,14-17,27-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13335;black_win;9-14,23-19,14-18,22x15,11x18,26-22,7-11,22x15,11x18,21-17,2-7,25-21,8-11,19-15,10x19,24x15x8,4x11,28-24,11-15,30-26,5-9,17-14,1-5,29-25,6-10,24-20,10x17,21x14,9-13,27-24,7-11,25-21,18-22,26x17,13x22,14-10,22-25,10-6,25-30,6-2,30-25,2-6,15-18,6-10,18-22,21-17,25-21,17-13,21-17,32-28,22-25,24-19,25-30,31-27,30-26,10-6,17-14,27-24,3-8,6-2,26-22,2-7,14-18,7x16,18-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13336;black_win;9-14,24-19,11-15,28-24,8-11,22-17,11-16,25-22,16-20,17-13,7-11,29-25,5-9,22-17,11-16,25-22,3-8,23-18,14x23,27x18x11,16x23,26x19,20x27,31x24,8x15,30-26,9-14,26-23,4-8,24-20,15x24,22-18,1-5,18x9,5x14,23-19,24-27,32x23,8-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13337;draw;9-14,24-19,11-15,28-24,5-9,22-18,15x22,25x18,8-11,24-20,11-16,20x11,7x16,18-15,4-8,15-11,8x15x24,27x20x11,10-15,23-18,15x22,26x17x10,6x15,21-17,12-16,29-25,16-19,25-22,1-6,32-27,6-10,17-13,10-14,13x6,2x9,31-26,14-18,26-23,18x25,23x16,25-29,16-12,15-19,11-8,9-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13338;draw;9-14,24-19,11-16,22-18,8-11,18x9,5x14,25-22,11-15,29-25,15x24,28x19,4-8,22-18,8-11,18x9,6x13,25-22,16-20,22-18,2-6,19-16,12x19,23x16,13-17,21x14,10x17,32-28,6-10,16-12,1-5,27-23,10-15,18-14,15-18,23-19,18-23,19-15,11x18,26x19,18-23,19-15,23-27,31x24,20x27,15-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13339;draw;9-14,24-19,11-16,22-17,8-11,25-22,11-15,17-13,15x24,28x19,4-8,22-18,8-11,18x9,5x14,29-25,16-20,25-22,11-15,32-28,15x24,28x19,10-15,19x10,6x15,22-18,15x22,26x17x10,7x14,30-26,3-7,26-22,7-11,22-18,1-5,18x9,5x14,13-9,11-15,9-5,15-19,23x16,12x19,27-23,19x26,31x22,2-6,5-1,6-10,22-17,14-18,1-6,10-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13340;white_win;9-14,24-20,5-9,22-18,11-16,20x11,8x15x22,25x18,4-8,28-24,8-11,24-19,11-16,29-25,7-11,25-22,1-5,27-24,16-20,32-28,20x27,31x24,11-16,19-15,10x19,24x15,16-19,23x16,12x19,26-23,19x26,30x23,9-13,18x9,5x14,22-18,6-9,28-24,2-6,15-11,6-10,24-19,13-17,18-15,17-22,15x6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13341;draw;9-14,24-20,5-9,22-18,10-15,28-24,15x22,26x17x10,7x14,25-22,3-7,22-17,7-10,17-13,10-15,29-25,1-5,23-19,15-18,31-26,18-23,27x18,14x23,21-17,2-7,25-21,7-10,26-22,11-16,20x11,8x15,30-25,23-26,17-14,9x18,22-17,12-16,19x12,15-19,24x15,10x19,17-14,26-30,32-28,30-26,21-17,18-22,25x18,26-23,18-15,19-24,28x19,23x16,15-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13342;black_win;9-14,24-20,5-9,22-18,11-16,20x11,8x15x22,25x18,12-16,28-24,16-20,24-19,4-8,29-25,8-12,25-22,1-5,27-24,20x27,31x24,7-11,24-20,3-7,19-16,12x19,23x16,14x23,26x19,9-13,30-26,6-9,26-23,9-14,22-18,13-17,18x9,5x14,16-12,17-22,12-8,11-15,32-28,15x24,28x19,7-11,19-16,11-15,16-11,22-26,8-3,26-31,11-8,31-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13343;draw;9-14,24-20,5-9,22-18,11-16,20x11,8x15x22,25x18,4-8,28-24,8-11,24-19,11-16,29-25,7-11,25-22,1-5,27-24,16-20,32-28,20x27,31x24,11-16,19-15,10x19,24x15,16-19,23x16,12x19,26-23,19x26,30x23,3-7,22-17,7-10,28-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13344;black_win;9-14,24-20,10-15,22-18,15x22,25x18x9,5x14,29-25,7-10,25-22,6-9,27-24,3-7,24-19,11-16,20x11,8x15x24,28x19,4-8,22-18,8-11,26-22,1-5,31-26,11-16,18-15,14-18,15x6,18x25,6-1,9-13,26-22,25-29,21-17,7-10,32-27,2-6,23-18,16x23x32,18-14,32-27,14x7,6-9,7-3,12-16,1-6,16-19,3-7,19-23,30-25,27-31,22-18,13x22,6x13,22-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13345;draw;9-14,24-20,10-15,22-18,15x22,25x18x9,5x14,29-25,11-15,25-22,15-19,23x16,12x19,22-17,6-10,27-24,2-6,24x15,10x19,17x10,7x14,20-16,6-10,26-22,1-6,31-27,6-9,22-17,19-23,27x18,14x23,17-13,23-26,13x6,8-12;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13346;draw;9-14,24-20,10-15,22-18,15x22,25x18x9,5x14,29-25,11-15,25-22,8-11,22-17,6-10,26-22,2-6,28-24,4-8,23-19,15-18,22x15,11x18,30-25,10-15,19x10,6x15,17x10,7x14,32-28,1-6,24-19,15x24,28x19,6-9,27-24,18-22,25x18,14x23,19-15,23-27,24-19,27-32,31-27;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13347;draw;9-14,24-20,11-15,22-18,15x22,25x18x9,5x14,29-25,8-11,25-22,6-9,22-18,10-15,28-24,15x22,26x17x10,7x14,24-19,3-7,19-15,11x18,21-17,14x21,23x14x5,4-8,27-23,8-11,31-27,11-15,27-24,7-10,32-28,2-6,23-19,10-14,19x10,6x15,24-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13348;draw;9-14,24-20,11-15,22-18,15x22,25x18x9,5x14,29-25,6-9,28-24,9-13,24-19,8-11,25-22,11-15,27-24,4-8,22-17,13x22,26x17,8-11,32-28,12-16,19x12,15-18,31-27,18-22,20-16,11x20,23-19,22-25,12-8,3x12,19-15,10x19,17x10x3,19-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13349;black_win;9-14,24-20,11-15,22-18,15x22,25x18x9,5x14,29-25,12-16,20x11,8x15,25-22,3-8,22-17,8-11,28-24,4-8,23-19,8-12,26-23,6-9,17-13,2-6,32-28,1-5,30-26,14-18,23x14,9x18,24-20,15x24,28x19,11-15,19-16,12x19,20-16,10-14,16-12,5-9,12-8,7-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13350;black_win;9-14,24-20,11-15,22-18,15x22,25x18x9,5x14,29-25,8-11,27-24,11-15,24-19,15x24,28x19,10-15,19x10,6x15,25-22,15-19,23x16,12x19,22-17,7-10,20-16,4-8,31-27,2-7,16-12,8-11,17-13,11-16,13-9,19-23,26x19,16x23,27x18,14x23,9-6,10-14,6-2,7-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13351;draw;9-14,24-20,11-16,20x11,8x15,22-18,15x22,25x18x9,5x14,29-25,4-8,25-22,8-11,28-24,10-15,22-17,7-10,17-13,2-7,24-20,15-19,23x16,12x19,27-23,19-24,23-19,14-18,19-16,24-28,21-17,18-22,26-23,10-15,17-14,6-10,14-9,15-18,23x14,10x17,9-5,17-21,13-9,22-25,9-6,1x10,5-1,25-29,16-12,29-25,1-6,10-15,6-2,15-19,20-16,11x20,2x11,25-22,11-16,19-24,16-11,24-27,32x23,28-32,11-15,32-27;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13352;draw;9-14,24-20,11-16,20x11,8x15,22-18,15x22,25x18x9,5x14,29-25,4-8,25-22,8-11,28-24,10-15,22-18,15x22,26x17x10,7x14,31-26,11-15,24-20,6-10,20-16,12x19,23x16,2-7,27-24,14-18,24-20,18-23,26x19,15x24,21-17,10-15,16-11,7x16,20x11,15-18,17-14,24-27,32x23,18x27,14-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13353;white_win;10-14,22-17,14-18,23x14,9x18,17-13,5-9,21-17,11-15,17-14,1-5,26-23,6-10,13x6,10x17,23x14,2x9x18,31-26,8-11,25-22,18x25,29x22x13,4-8,26-23,7-10,24-20,3-7,28-24,15-18,23x14,10x17,27-23,11-15,30-25,8-11,25-21,17-22,21-17,22-26,17-14,15-18,23-19,18-23,32-28;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13354;black_win;10-14,22-17,14-18,23x14,9x18,26-23,6-9,23x14,9x18,30-26,5-9,26-23,9-14,17x10,7x14,25-22,18x25,29x22,3-7,22-18,1-5,18x9,5x14,23-18,14x23,27x18,11-15,18x11,8x15,24-19,15x24,28x19,7-10,21-17,4-8,17-13,2-6,31-26,8-11,32-27,11-15,27-24,15-18,24-20,10-14,19-15,14-17,15-11,6-10,11-7,10-15,7-2,15-19,2-7,18-22;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
13355;white_win;10-14,22-18,6-10,25-22,1-6,29-25,11-15,18x11,8x15,23-18,14x23,27x18x11,7x16,22-18,3-7,25-22,4-8,24-20,8-11,28-24,9-14,18x9,5x14,26-23,10-15,32-28,6-10,21-17,14x21,23-18,2-6,31-27,6-9,27-23,16-19,23x16,12x19,22-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
